text,label
교수님 발표 자료 이메일로 제출 가능한가요?,0
교수님 수업 중에 사용하는 교재는 무엇인가요?,0
교수님 시험 범위는 어디서 확인할 수 있나요?,0
교수님 이번 강의 주제가 무엇인가요?,0
이번 주 강의는 몇 시에 시작하나요?,0
교수님 과제 제출 기한이 언제까지인가요?,0
질문이 있는데 언제 시간이 되시나요?,0
출석 체크는 어떻게 하나요?,0
지난 강의 자료를 어디서 받을 수 있나요?,0
다음 주 강의 시간 변경되나요?,0
기말고사 범위가 어떻게 되나요?,0
오늘 강의는 몇 시에 시작하나요?,0
발표 순서는 어떻게 정해지나요?,0
개인 상담 시간 예약하려면 어떻게 해야 하나요?,0
과제 점수는 언제 나오는지 알 수 있을까요?,0
학점은 어떤 기준으로 주어지나요?,0
강의 계획서 좀 다시 보내주실 수 있나요?,0
추가 과제는 어디서 확인할 수 있나요?,0
중간고사 성적 확인은 어디서 하나요?,0
다음 주에 강의가 있나요?,0
교수님 연구실 위치가 어디인가요?,0
출석 인정 기준이 어떻게 되나요?,0
조별 과제 주제는 무엇인가요?,0
이번 주 과제는 어떤 건가요?,0
지난주 결석했는데 보강 가능한가요?,0
졸업 논문 주제 상담 가능할까요?,0
시험은 주로 어떤 형태로 나오나요?,0
레포트 제출 형식은 어떻게 되나요?,0
수업 자료는 어디서 다운로드할 수 있나요?,0
오늘 강의는 온라인으로 진행되나요?,0
발표 자료 제출 마감일은 언제인가요?,0
조별 발표 일정은 어떻게 되나요?,0
다음 강의에서 다룰 주제가 무엇인가요?,0
강의 녹화본은 어디서 볼 수 있나요?,0
중간고사 대비 자료는 어디서 구할 수 있나요?,0
발표 순서를 다시 확인할 수 있을까요?,0
이번 학기 주요 일정은 무엇인가요?,0
과제 제출은 이메일로 해야 하나요?,0
학기 중 휴강 일정은 언제인가요?,0
보강 수업 일정은 어떻게 되나요?,0
이번 주 강의 주제는 무엇인가요?,0
출석 점수는 어디서 확인할 수 있나요?,0
시험 일정이 변경되었나요?,0
이번 학기 성적은 언제 나오는지요?,0
다음 주 보강 수업이 있나요?,0
과제 점수 반영 비율은 어떻게 되나요?,0
강의 시간 변경 가능할까요?,0
조별 과제 발표 순서 알려주세요,0
이번 과제 주제는 무엇인가요?,0
학기말 프로젝트 주제는 어떻게 정하나요?,0
이번 주 보충 강의 있나요?,0
중간고사 범위 다시 알려주실 수 있나요?,0
발표 자료 제출 방법은 무엇인가요?,0
강의 중에 사용한 자료를 받을 수 있나요?,0
지난 강의 출석 인정해 주실 수 있나요?,0
추가 강의 자료는 어디서 확인하나요?,0
다음 과제 제출 기한이 언제인가요?,0
학기말 시험은 언제인가요?,0
강의 계획 변경된 부분이 있나요?,0
수업 중에 질문이 있습니다,0
강의 내용 다시 설명해 주실 수 있나요?,0
조별 과제 피드백 받을 수 있나요?,0
이번 강의 녹화본 어디서 보나요?,0
과제 점수는 어디서 확인할 수 있나요?,0
강의 자료 이메일로 보내주실 수 있나요?,0
시험 대비 자료는 어디서 구할 수 있나요?,0
발표 자료 다시 제출할 수 있나요?,0
졸업 논문 지도 가능할까요?,0
학기말 과제 주제는 무엇인가요?,0
과제 제출 연장 가능한가요?,0
강의 관련 문의는 언제 가능할까요?,0
중간고사 점수는 언제 나오나요?,0
발표 준비 관련해서 조언 부탁드립니다,0
추가 보충 수업 일정이 있나요?,0
출석 점수 반영 비율은 어떻게 되나요?,0
이번 강의 시험은 주관식인가요?,0
발표 주제는 자유롭게 선택 가능한가요?,0
강의 시간에 질문할 시간이 있나요?,0
수업 중에 사용한 교재는 어디서 구매할 수 있나요?,0
추가 강의자료는 언제 올라오나요?,0
강의 중간에 쉬는 시간이 있나요?,0
조별 발표는 언제 하나요?,0
이번 강의는 어디서 진행되나요?,0
중간고사 대비해서 조언해 주실 수 있나요?,0
강의 중에 개인 발표가 있나요?,0
출석 체크는 언제 하나요?,0
수업 중 사용할 교재 목록이 있나요?,0
강의 후 질문해도 될까요?,0
시험 성적은 언제 발표되나요?,0
강의 내용에 대해 더 알고 싶습니다,0
추가 과제 주실 수 있나요?,0
발표 자료는 언제 제출해야 하나요?,0
중간고사 일정 다시 알려주세요,0
이번 주 강의는 어떤 내용인가요?,0
강의 관련 피드백 받을 수 있나요?,0
과제 제출은 온라인으로 하나요?,0
강의 계획서 다시 받을 수 있나요?,0
수업 시간에 개인 질문 가능한가요?,0
이번 강의에서 다룰 주제가 무엇인가요?,0
강의 중에 사용하는 프로그램은 무엇인가요?,0
강의 시간 변경 가능할까요?,0
발표 자료 이메일로 제출 가능한가요?,0
수업 중에 사용하는 교재는 무엇인가요?,0
그 스탬프를 모으면요 어디서 어떻게 사용하나요,1
네 어디서 전화 주신건가요,1
어디에서나 빛나는 주얼리 브랜드 #@소속# 고객센터 입니다,1
이벤트 당첨 확인은 어디서 하나요,1
아 어디서 볼 수 있는 건가요,1
쿠폰 조회는 어디에서 할 수 있나요,1
#@소속#에서 진행하는 이벤트는 어디에서 확인할 수 있나요,1
어디에서 다운받을 수 있나요,1
출석체크 이벤트는 어디서 하나요,1
지금 보유하고 있는 포인트 확인은 어디서 해요,1
진행중인 구매사은이벤트는 어디서 확인할 수 있나요,1
아 어디서 볼 수 있는건가요,1
당첨자 확인은 어디서 하나요,1
어디서 확인해야 될지 모르겠네요,1
그건 어디서 확인하나요,1
발급받은 쿠폰은 어디서 확인할 수 있나요,1
발급 어디서 할 수 있나요,1
피씨에서 쿠폰은 어디서 확인할 수 있나요,1
여보세요 어디에서 전화하셨다고요,1
상담사님 혹시 이벤트 당첨은 어디서 확인 하나요,1
안녕하세요 이벤트는 어디에서 확인하나요,1
선물대잔치 점수는 어디로 보내면 되나요,1
네 제가 상품평을 쓰면 이건 어디서 사용하는 거예요,1
그래요 그걸 어디서 다운받아요,1
이벤트는 당첨 확인은 어디에서 확인하나요,1
네 기분이야 좋아요 그래도 이게 어디에요,1
아 그럼 언제 되는지 자세하게 어디서 보나요,1
그럼 어디로 배송되나요,1
양도는 어디에서 하나요,1
출석체크 이벤트는 어디서 하나요,1
이벤트 참여했는데 당첨 확인은 어디서 하나요,1
적립 여부는 어디에서 확인할 수 있나요,1
어디로 들어가면 되나요,1
포인트는 어디에서 확인할 수 있나요,1
홈페이지에서 어디로 들어가야 하나요,1
어디서 할 수 있나요,1
어디서 확인을 하죠,1
이거를 어디서 하는지 모르겠네요,1
사용 된건 어디서 확인돼요,1
이벤트 당첨 확인은 어디서 하나요,1
상품 후기는 어디에 작성하나요,1
예 주소지가 어디로 되있죠,1
아 어디서 볼 수 있는 건가요,1
이벤트 신청했는데요 당첨확인 어디서 하나요,1
포인트의 적립내역은 어디에서 확인할 수 있나요,1
발송한 선물대잔치 점수 확인과 적립금 전환은 어디서 하나요,1
이번에 열리는 지역이 어디가 있나요,1
자세한 일정은 어디에서 확인하나요,1
아까 어디서 봤는데 오만 포인트 적립이 안 되던 거 같은데요,1
#@소속# 포인트는 어디서 사용하나요,1
포인트 전환을 하면 내역은 어디서 볼 수 있죠,1
네 여러가지 있었는데 혹시 쇼핑몰에서 어디로 들어가야 안내사항을 볼 수 있나요,1
이 포인트 적립내역은 어디에서 확인할 수 있나요,1
선물대잔치 기존 회원인데 점수 확인은 어디서 하나요,1
쿠폰 확인은 어디서 할 수 있나요,1
적립 내용 같은 거는 어디서 볼 수 있죠,1
그런 게 어디있어요 여기는 #@소속# 아닌가요,1
쿠폰은 어디서 다운 받을수 있나요,1
네 오늘 영화보려고 하는데 예매권 정보를 어디서도 볼 수가 없어요,1
이거는 어디서 써야 돼요,1
작성은 어디에 하면 돼죠,1
네 그런데 쇼핑몰에 들어왔는데 어디에서 당첨자 확인을 보나요,1
작성한 리뷰는 어디서 확인 가능한가요,1
네 그런데 매장에서 구매한 경우는 작성한 리뷰를 어디서 확인 가능하죠,1
네 고객님 죄송하지만 혹시 어디서 안내 받으셨을까요,1
등급별 포인트 적립 기준은 어디서 볼 수 있나요,1
마일리지 확인은 어디에서 하나요,1
이벤트 참여했는데 당첨 확인은 어디서 하나요,1
네 괜찮긴한데 어디서 전화 주신 누구입니까,1
적립 및 사용내역은 어디서 확인하나요,1
그러면 그걸 어디다 쓸 수 있어요,1
온라인 마일리지는 어디서 사용이 가능한지 알고 싶어요,1
진행중인 이벤트는 어디서 확인해요,1
이벤트 당첨 확인은 어디서 할 수 있어요,1
그거를 어디서 확인하죠 까먹었네,1
체험단으로 뽑혔는데 후기는 어디서 작성하나요,1
해당 상품은 어디에서 볼 수 있나요,1
어디서 할 수 있나요,1
최근 진행한 이벤트 당첨은 어디서 확인해야 하나요,1
그럼 제세공과금은 어디에 납부하면 되나요,1
저희 반품 기사가 방문할 주소지는 어디로 해드릴까요,1
네 그건 알고 있고요 어디서 확인하면 될까요,1
네 이거 어디다가 물어봐야 하나요,1
경품이벤트라고요 어디서 전화 주신건가요,1
혹시 적립금은 어디서 확인할 수 있죠,1
당첨자 확인은 어디서 하나요,1
어디에서 확인 가능하죠,1
적립금은 어디에서 확인할 수 있나요,1
그게 또 어디에서 사용을 할 수 있는 건가요,1
포인트 적립 및 사용내역은 어디서 확인할 수 있나요,1
포인트랑 쿠폰 내역은 어디서 확인하죠,1
포인트 및 쿠폰 내역은 어디서 확인하나요,1
마이페이지요 혹시 그 메뉴는 사이트 어디쯤에 있나요,1
이벤트 당첨 확인은 어디서 하나요,1
모바일에서 이벤트 당첨은 어디서 확인하나요,1
어디에서 팔고 있나요,1
#@소속#체험단 후기는 어디서 작성하나요,1
상품평은 어디서 작성하면 되나요,1
홈페이지 어디서 볼 수 있나요,1
그래요 어디어디서 할 수 있어요,1
제 정보를 어디에다 동의를 해요,1
네 알겠습니다 적립금은 어디서 확인하나요,1
네 무의자는 어디서 확인 가능한가요,1
혹시 어디서 전화 주신 누구입니까,1
어디서 확인 가능한가요,1
이벤트 당첨이 됐는지 어디에서 확인하나요,1
홈페이지에서는 어디서 확인 가능한가요,1
그럼 그거 확인은 어디서 할 수 있나요,1
그거 누락된 건가 어디서 볼 수 있는 거예요,1
이벤트에 참여했는데요 당첨자 확인은 어디서 하나요,1
할인쿠폰은 어디서 받을수 있나요,1
매장 어디로 가면 되나요,1
이거 어디에 후기 작성할 수 있나요,1
그거는 어디서 어떻게 해야 하는 거예요,1
그러면 조건 같은 건 어디서 확인하면 되나요,1
포인트의 잔액과 적립 사용은 어디에서 확인할 수 있나요,1
적립금액은 어디서 확인할 수 있나요,1
나의쇼핑정보가 어디에 있는 거예요,1
온라인 영수증은 어디서 보면 될까요,1
#@전번# 예 주소는 어디로 보내드릴까요,1
그래요 자세히 어디로 들어가면 되는지 안내해 주세요,1
이게 어디 있을까요,1
내가 어디다 써놨는지 모르겠네,1
혹시 어디서 하죠,1
요청서는 어디서 다운받나요,1
#@소속# 앱은 어디에서 다운 받을 수 있나요,1
주문할 때 어디에 포인트를 입력 해야 하나요,1
어디로 전화하면 되나요,1
아 그럼 방송시간 확인 할려면 어디서 확인 할 수 있나요,1
리뷰를 작성하면 포인트 준다고 들었는데 어디서 확인하나요,1
그럼 그건 어디서 확인하나요,1
그럼 주문 내역은 어디서 봐야하죠,1
회원정보가 변경 되었는데 정보 변경은 어디서 하나요,1
아니요 어디서 확인할 수 있나요,1
지급된 적립금은 어디서 확인 가능한가요,1
마이페이지에서 어디로 들어가야되요,1
예약번호 확인은 어디서 하나요,1
그건 어디에서 찾아야 해요,1
안녕하세요 주문 후 결제내역 확인은 어디서 하나요,1
주문내역은 어디서 확인하나요,1
어디로 들어가서 하면 되나요,1
어디에서 할인쿠폰을 다운 받을 수 있나요,1
문의할 게 있는데요 일대일 문의는 어디에 남길 수 있나요,1
그다음은 어디로 들어가나요,1
고객님 어디에서 상품을 구매하셨나요,1
어디 가야지 적립금을 쓸 수 있나요,1
네 잠시만요 어디라고요,1
접속을 어디로 해서 어떻게 하나요,1
어디로 접속 하는지 모르시겠나요,1
안녕하세요 회원 개명 신청은 어디서 하나요,1
네 홈페이지 어디에서 가입하는 거예요 못 찾겠어요,1
결제 내역은 어디서 보나요,1
이거 어디로 연락드려야 하나요,1
네 어디로 들어가야 볼 수 있나요,1
자세한 사항은 어디서 보나요,1
못 찾겠는데 어디서 어떻게 하죠,1
오류신고는 어디서 하나요,1
소모품란이 어디 있는지 안 보이거든요,1
온라인 들어가서 어디로 가야하나요,1
회원 정보 변경은 어디서 할 수 있나요,1
어디로 전화하면 되나요,1
우편번호 어디 무슨무슨로 치면 자동으로,1
안녕하세요 계정 연동은 어디에서 확인할 수 있나요,1
잘 안 보이는데 어디로 들어가야 되죠,1
그럼 어디로 확인을 해야 하나요,1
구매 정보는 어디로 들어가요,1
그럼 어디서 전환할 수 있나요,1
그거는 어디로 들어가면 나와요,1
그러면 그거 확인은 어디서 하면 되는건가요,1
프로필 수정 어디에 탈퇴가 있어요,1
그러면 등급은 어디서 확인하나요,1
출국 정보변경은 어디서 할 수 있나요,1
그래요 어디서 하나요,1
그래요 그러면 홈페이지 확인을 어디서 해요,1
여기 #@소속# 패키지 일정표는 어디서 확인 가능한가요,1
어디서 배송상태를 확인 할 수 있나요,1
어디서 확인이 되나요,1
홈페이지 어디로 들어가서 봐야되요,1
제가 경험치 카드를 사용하려고 하는데요 어디서 확인하나요,1
안녕하세요 결제할 때 쿠폰 어디서 볼 수 있나요,1
어디서 어떻게 변경하죠,1
통신비 할인 반영 여부는 어디서 확인이 가능한가요,1
아 그럼 발급된 통신비 할인 쿠폰은 어디서 확인하죠,1
제가 찜인가 찜했던 상품들은 어디서 볼 수 있나요,1
어디서 주문을 하려고 하시나요,1
네 혹시 어디서 구매할 수 있는지 찾으셨어요,1
고객님 전골냄비가 어디에 있는 건지 말씀해 주실 수 있나요,1
어디서 배송상태를 확인할 수 있나요,1
어디에 그게 있는 거에요,1
제가 해보려고 했는데 어디 있는지 모르겠어요,1
#@소속# 상품권은 어디서 구매하나요,1
자세한 내용은 어디서 확인할 수 있을까요,1
취소는 어디서 할까요,1
네 지금 들어왔어요 어디 누르면 돼요,1
그 정보 수정하려면 어디로 들어가야 돼요,1
현금영수증 발급내역을 어디서 확인하나요,1
결제정보는 잘 안 보이는데 어디에 있는 거예요,1
그러면 진행상황은 어디서 확인 할 수 있을까요,1
에스엠에스 수신 비동의는 어디서 하는건가요,1
홈페이지 어디에 들어가면 있는건가요,1
네 맞아요 어디로 들어 가는지 헷갈려서요,1
홈페이지 들어왔는데 어디로 들어가야 돼요,1
그건 어디에서 합니까,1
네 조회해 볼게요 혹시 다른 문의사항은 어디로 접수하나요,1
입금 후 확인은 어디서 하나요,1
그래요 사이트가 혹시 어디죠,1
홈페이지 어디로 가서 해요,1
개인 정보 변경은 어디서 하나요,1
제품은 어디서 구매할 수 있나요,1
제품들은 어디서 확인 할 수 있나요,1
구매하려면 어디로 들어가야 돼요,1
그러면 어디에 확인을 받아보는게 좋을까요,1
그게요 주문한 내역을 어디서 확인할 수 있나요,1
네 그 쿠폰을 확인하고 싶은데 어디로 들어가야 돼요,1
임시 비밀번호가 온다고요 어디로 오나요,1
홈페이지 로그인하고 어디로 들어가나요,1
출국과 귀국 도시가 다르거든요 #@소속#홈페이지 어디서 찾아요,1
그런가요 그러면 어디다 연락하나요,1
사이트 로그인 했는데 어디서 수정해야 하는지 몰라서요,1
그 포인트는 어디에 쓰는 건가요,1
안녕하세요 #@소속#오너스 가입은 어디에서 하나요,1
홈페이지에서 어디로 들어가면 되는건가요,1
혹시 #@소속# 이벤트는 어디서 볼 수 있나요,1
#@기타# 클럽 가입은 어디서 하는 거예요,1
맞춤 해택 관리 메뉴는 어디에 있는데요,1
어디에서 확인할 수 있나요,1
그거 상품 정확한 이름이랑 어디서 구매할 수 있는지 좀 알려줘요,1
그건 어디서 찾아야 하나요,1
상품은 어디서 확인하나요,1
정수기 필터는 어디서 구매하나요,1
장바구니는 어디에서 확인할 수 있나요,1
네 맞아요 멤버십 번호는 어디서 확인 해야 할까요,1
배송 취소 교환 등의 문의는 어디로 해야 하나요,1
그러면 어디서 확인할 수 있어요,1
아 그럼 어디에서 확인이 가능한가요,1
이건 어디서 입력해요,1
회원 정보 변경은 어디서 하나요,1
네 어디로 들어가서 수정하면 돼요,1
지출증빙용 현금영수증은 어디에서 확인 하나요,1
제시는 어디에서 하나요,1
할인쿠폰은 어디서 다운로드하나요,1
쿠폰존은 어디로 들어가야 되나요,1
네 그걸 어디서 찾을 수 있어요,1
네 어디서 가능한 거죠,1
소멸 예정 포인트는 어디서 확인해요,1
네 어디에서 탈퇴를 할 수 있나요,1
네 지금 로그인했는데 어디로 들어가면 돼요,1
그럴 때는 어디로 문의해야 하나요,1
어디가서 설정을 바꿔야 하죠,1
그걸 어디로 들어가는질 몰라 이상한 것만 잔뜩 나와요,1
알람 끄고 키고는 어디서 해요,1
그래요 그러면 민원처리 신청서는 어디에서 다운받아요,1
사본은 사진 찍어서 보낼거고 이메일 주소는 어디로 보내요,1
홈페이지 어디에서 볼 수 있어요,1
저 제 적립금이 얼마 있는지를 알고 싶은데 어디서 볼 수 있어요,1
안녕하세요 상품권 등록은 어디서 하나요,1
답변은 어디서 확인할 수 있나요,1
그러면 그 쿠폰은 어디서 확인 할 수 있나요,1
이용권 해지 취소가 안 되는데 어디로 문의하면 될까요,1
안녕하세요 계정을 연동하려고 하는데요 플랫폼이 어디가 있어요,1
나머지 두 군데는 어디인가요,1
네 우측 상단에서 어디로 가요,1
혹시 어디서 신청할 수 있나요,1
#@소속# 앱은 어디에서 다운 받을 수 있나요,1
어디서 탈퇴가 가능하죠,1
그건 좋은데 이거 등록을 어디가서 해야 해요,1
네 지금 로그인 했고 어디로 들어가면 되나요,1
영상은 어디에서 확인 가능한가요,1
저 회원 탈퇴를 하려고 하는데 어디서 할 수 있어요,1
그러면 어디에서 확인할 수 있나요,1
혹시 제가 이전에 일대일 문의를 남겼었는데 확인은 어디서 하나요,1
네 회원 가입은 했는데 신청을 어디서 하는 건지 알고 싶어요,1
재입고 알림은 어디서 신청하는 건가요,1
#@소속# 라이브 방송 닉네임은 어디서 설정할 수 있나요,1
네가 상품평을 수정하고 싶은데 어디서 하는 건가요,1
그럼 어디서 바꿔야 하나요,1
혹시 회원 등급은 어디서 확인할 수 있나요,1
요청서는 어디서 발급받나요,1
어디에서 볼 수 있어요,1
어디서 하는지를 모르겠네요,1
다행이네요 그러면 제가 어디로 연락을 해야 해요,1
어디서 어디로 들어가라는 건지 모르겠는데요,1
양식은 어디에서 찾나요,1
예치금 확인은 어디서 하나요,1
구매 내역 확인은 어디서 할 수 있어요,1
나에게 선물하기 결제 내역은 어디서 볼 수 있어요,1
현금영수증 발행 신청을 하고싶은데 어디로 들어가야 하나요,1
어디 고객 센터에 들어가야 돼요,1
네 광고메일 거부는 어디서 하나요,1
이벤트는 어디서 확인해요,1
어디에서 하면 되나요,1
제 정보 입력했는데 어디로 임시번호 번호 보내준다고 하는데 모르겠어요,1
아 그럼 어디에서 확인이 가능한가요,1
그거를 모르는데 내가 어디서 봐요,1
그러면 어디로 전화해야해요,1
제가 비회원으로 주문을 했는데 주문한 내역을 어디서 확인할 수 있나요,1
기프트 카드 유효기간이랑 사용 내역 어디서 보나요,1
어디서 배송상태를 확인할 수 있나요,1
그걸 찾고 있는데 마이페이지 어디에 있어요,1
어디로 전화하면 되나요,1
어디로 전화하면 되나요,1
그러면 어디에서 바꿔도 상관없는 거죠,1
안녕하세요 회원정보 변경 어디서 해야 하나요,1
문의한 글은 어디서 확인할 수 있나요,1
홈페이지 배너 어디에 있는거에요,1
아니 어디서 볼 수가 있는거에요 홈페이지에는 들어와 있는데,1
네 마이페이지요 어디 있죠,1
이거는 어디서 확인할까요,1
어디서 배송상태를 확인할 수 있나요,1
어디서 주문을 하려고 하시나요,1
네 어디서 가능 한거죠,1
상품의 판매 상태는 어디에서 확인할 수 있나요,1
저 회원 정보를 수정은 어디서 하나요,1
그럼 어디에서 사용할 수 있는 건가요,1
그러면 여기서요 결제 내역은 어디로 가나요,1
아이디 비밀번호 찾기요 어디에 있나요,1
그 영수증 같은 거 확인은 어디서해요,1
네 어디서 탈퇴하나요,1
네 잠시만요 정확히 어디에 있죠,1
그럼 어디서 확인됩니까,1
웹주소 말씀하시는 건가요 어디로 보내주시는데요,1
그래요 어디서 하는 건가요,1
게시판이 어디 있어요,1
네 그런데 이게 어디서 봤는데 최초 등록된 내용을 기반으로 선정을 한다고 들었는데요,1
혹시 공인인증서를 어디에 저장하셨나요,1
어디서 후기를 작성하나요,1
#@소속# 계열사면 어디에서나 사용되는 건가요,1
네 #@기타# 포인트 가맹점 어디든 사용 가능합니다,1
없드라구요 최근 본 상품만 나오고 주문 내역이 어디에 나와요,1
저 회원정보 변경은 어디에서 할 수 있나요,1
어디서 배송상태를 확인할 수 있나요,1
그래요 네 어디로 보낼까요,1
그럼 그 수령할 수 있는 매장은 어디서 확인할 수 있어요,1
상품 할인 쿠폰은 어디서 확인하나요,1
온라인 홈페이지 로그인 했는데 어디로 들어가요,1
마이페이지요 그게 어디에 있는건데요,1
방송 알리미 신청 했는데 확인 어디서 하나요,1
제가 이번에 개명을 했는데 정보변경은 어디서 할 수 있나요,1
제가 지금 앱으로 로그인 했는데 어디서 변경 해야 하죠,1
#@기타#은 어디서 이용하셨나요,1
수신거부는 어디서 하는건가요,1
#@소속# 이벤트 참여하고 싶은데 어디서 보나요,1
공휴일에 고객센터 쉰다던데 그러면 쉴 때는 어디로 문의 넣으면 되나요,1
그거는 어디 있어요,1
주문 내역 확인을 어디서 하나요 홈페이지 글자가 작아요,1
고객센터는 또 어디에 있나,1
고객님 지역이 어디세요,1
어디로 보내면 되는데요,1
계열사 어디 어디 가능 한지 알려 주실 수 있나요,1
계정에 관한 문의는 어디로 하면 되나요,1
답변은 어디서 확인할 수 있나요,1
장바구니 담은 상품은 어디에서 확인할 수 있나요,1
그럼 조각들은 어디서 모으나요,1
홈페이지 어디서 보면 될까요,1
제가 작성한 구매 후기는 어디서 확인하나요,1
그게 어디에 있는 건대요,1
그래요 공인 인증서는 어디서 신청하나요,1
좌석클래스를 어디서 확인해요 사이트 어디있는건지 원,1
제가 주문을 했는데 주문번호를 어디서 확인할 수 있나요,1
어디로 들어가야 확인할 수 있어요,1
네 취소되었는지 어디서 확인하나요,1
그게 어디에 나와 있어요,1
혹시 #@소속# 쇼핑몰 적립 내역은 어디서 확인할 수 있나요,1
마이페이지에서 어디로 들어가야 하나요,1
어디에 있다구요 다시 말씀해 주실래요,1
제가 건 데는 어디예요,1
그건 아니고요 취소 확인은 어디서 해요,1
공식몰에서 어디로 들어가야 해요,1
